no ,no ,no ,no ,no ,yes,no ,no ,no ,no ,no ,no ,no ,no ,no ,no ,no ,?,?,0,0,pagebreakparagraph,?
no ,no ,no ,no ,no ,no ,no ,no ,no ,no ,yes,no ,no ,no ,no ,no ,no ,-450,374.0,5,O,paragraph,?
no ,no ,no ,no ,no ,no ,no ,no ,no ,no ,yes,no ,no ,no ,no ,no ,no ,1033,520.0,5,O,paragraph,?
no ,no ,no ,no ,no ,no ,no ,yes,no ,no ,yes,no ,no ,no ,no ,no ,no ,460,369.0,5,O,paragraph,?
no ,no ,no ,no ,no ,no ,no ,no ,no ,no ,yes,no ,no ,no ,no ,no ,no ,475,333.0,5,O,paragraph,?
no ,no ,no ,no ,no ,no ,no ,no ,no ,no ,yes,no ,no ,no ,no ,no ,no ,350,294.0,5,O,paragraph,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,5,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,5,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,5,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,5,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,5,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,5,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,5,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,5,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,no ,yes,no ,no ,no ,no ,no ,no ,no ,279,281.0,5,L,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,no ,yes,no ,yes,no ,no ,no ,no ,no ,no ,no ,279,295.0,5,L,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,no ,yes,no ,no ,no ,no ,no ,no ,no ,279,286.0,5,L,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,no ,yes,no ,no ,no ,no ,no ,no ,no ,279,288.0,4,L,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,no ,no ,yes,no ,no ,no ,no ,no ,no ,no ,285,291.0,3,L,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,no ,no ,no ,no ,yes,no ,yes,no ,no ,no ,no ,350,293.0,2,O,paragraph,?
yes,no ,no ,no ,no ,no ,no ,yes,no ,yes,no ,no ,yes,no ,no ,no ,no ,236,291.0,3,I,explicitlinefeed,?
yes,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,yes,no ,no ,no ,no ,228,228.0,5,I,explicitlinefeed,?
yes,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,yes,no ,no ,no ,no ,228,228.0,5,I,explicitlinefeed,?
yes,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,yes,no ,no ,no ,no ,228,228.0,5,I,explicitlinefeed,?
yes,no ,no ,no ,no ,no ,yes,yes,no ,yes,no ,no ,yes,no ,no ,no ,no ,228,237.0,5,I,explicitlinefeed,?
yes,no ,no ,no ,no ,no ,no ,yes,no ,yes,no ,no ,yes,no ,no ,no ,no ,228,247.0,5,I,explicitlinefeed,?
yes,no ,no ,no ,no ,no ,no ,yes,no ,yes,no ,no ,yes,no ,no ,yes,no ,228,257.0,5,I,explicitlinefeed,?
yes,no ,no ,no ,no ,no ,no ,no ,no ,yes,no ,no ,no ,no ,yes,no ,no ,228,268.0,5,B,linefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,no ,yes,no ,no ,no ,no ,no ,no ,no ,271,278.0,5,L,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,5,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,5,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,5,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,5,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,5,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,5,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,5,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,5,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,5,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,5,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,5,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,5,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,5,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,5,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,5,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,5,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,5,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,5,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,4,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,3,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,2,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,no ,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,3,M,paragraph,?
no ,no ,no ,no ,no ,yes,no ,no ,no ,no ,no ,no ,no ,no ,no ,no ,no ,?,?,0,0,pagebreakparagraph,?
no ,no ,no ,no ,no ,no ,yes,yes,no ,yes,no ,no ,no ,no ,no ,no ,no ,279,281.0,5,L,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,no ,yes,no ,yes,no ,no ,no ,no ,no ,no ,no ,279,295.0,5,L,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,no ,yes,no ,no ,no ,no ,no ,no ,no ,279,286.0,5,L,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,no ,yes,no ,no ,no ,no ,no ,no ,no ,279,288.0,4,L,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,no ,no ,yes,no ,no ,no ,no ,no ,no ,no ,285,291.0,3,L,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,no ,no ,no ,no ,yes,no ,yes,no ,no ,no ,no ,350,293.0,2,O,paragraph,?
yes,no ,no ,no ,no ,no ,no ,yes,no ,yes,no ,no ,yes,no ,no ,no ,no ,236,291.0,3,I,explicitlinefeed,?
yes,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,yes,no ,no ,no ,no ,228,228.0,5,I,explicitlinefeed,?
yes,no ,no ,no ,no ,no ,yes,yes,no ,yes,no ,no ,yes,no ,no ,no ,no ,228,237.0,5,I,explicitlinefeed,?
yes,no ,no ,no ,no ,no ,no ,yes,no ,yes,no ,no ,yes,no ,no ,no ,no ,228,247.0,5,I,explicitlinefeed,?
yes,no ,no ,no ,no ,no ,no ,yes,no ,yes,no ,no ,yes,no ,no ,no ,no ,228,257.0,5,I,explicitlinefeed,?
yes,no ,no ,no ,no ,no ,no ,no ,no ,yes,no ,no ,no ,no ,no ,no ,no ,228,268.0,5,I,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,no ,yes,no ,no ,no ,no ,no ,no ,no ,271,278.0,5,L,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,5,M,explicitlinefeed,?
no ,no ,no ,no ,no ,no ,yes,yes,yes,no ,no ,no ,no ,no ,no ,no ,no ,279,279.0,5,M,explicitlinefeed,?
